"id","site","job_board_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","job_url"
"in-f97c117ddc6440bd","indeed","https://www.indeed.com/viewjob?jk=f97c117ddc6440bd","https://jobs.chsli.org/jobs/67341/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:
**RN\\-Physical Medicine and Rehab (3NP)****Rockville** **Centre****, New York**  

As a part of our Medical Surgical team, the Registered Nurse is responsible for the provision and coordination of competent, evidence\\-based care. You will contribute in decision\\-making, teaching, mentoring, and collaboration with the multidisciplinary team to advance the patient plan of care, achieve outcomes and enhance operational efficiency. This position does not require you to work the 4th shift per month.  

Why is a nursing career at Mercy Hospital unlike any other?* ANCC Pathway to Excellence designated hospital
* We believe in shared governance, enabling our staff to be engaged in important care delivery decisions that impact patient outcomes.
* We offer many diverse opportunities for professional growth including a clinical ladder program that offers our nurses a continuous learning environment to achieve professional growth, incentives for advancement and attainment of specialty certifications.

  

Our 375\\-bed not\\-for\\-profit hospital is a member of the Catholic Health, and has been serving the healthcare needs for the residents of Nassau County and its surrounding areas since 1913\\.
Job Details:

Requirements include:* NYS RN License
* BLS required
* Ability to work in a fast\\-paced environment and exercise good critical thinking skills; Previous experience in a rehab setting a plus!
* Certifications/BSN preferred


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-9addb592738f132d","indeed","https://www.indeed.com/viewjob?jk=9addb592738f132d","https://jobs.chsli.org/jobs/67454/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:

Are you a determined Registered Nurse consistently providing outstanding, compassionate patient care? Do you build a relationship of trust and advocacy with your patients and their loved ones? Do you thrive in a progressive, team\\-oriented environment?


Job Details:

Our Orthopedic Nurses:

* Assess, monitor, administer medication, document progress, and manage overall care for post surgical Orthopedic patients
* Partner with an interdisciplinary team including, but not limited to, attending physicians, registered nurses (RN), and ancillary staff to optimize patient outcomes and satisfaction.
* Advocate for and build meaningful relationships with patients and their loved ones through safety intervention, emotional support and education.


What you'll bring:

* Passion for Orthopedics
* 1\\+ years of Med Surg experience required (Orthopedics a plus!)
* Education: Bachelors of Science in Nursing (BSN) degree preferred
* Licensure: New York Registered Nurse (RN) License \\& Registration
* Certification: Basic Life Support (BLS) required


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-68f81ad9382f8b0f","indeed","https://www.indeed.com/viewjob?jk=68f81ad9382f8b0f","https://jobs.chsli.org/jobs/67487/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:
**RN\\-Physical Medicine and Rehab (3NP)****Rockville** **Centre****, New York**  

As a part of our Medical Surgical team, the Registered Nurse is responsible for the provision and coordination of competent, evidence\\-based care. You will contribute in decision\\-making, teaching, mentoring, and collaboration with the multidisciplinary team to advance the patient plan of care, achieve outcomes and enhance operational efficiency. This position does not require you to work the 4th shift per month.  

Why is a nursing career at Mercy Hospital unlike any other?* ANCC Pathway to Excellence designated hospital
* We believe in shared governance, enabling our staff to be engaged in important care delivery decisions that impact patient outcomes.
* We offer many diverse opportunities for professional growth including a clinical ladder program that offers our nurses a continuous learning environment to achieve professional growth, incentives for advancement and attainment of specialty certifications.

  

Our 375\\-bed not\\-for\\-profit hospital is a member of the Catholic Health, and has been serving the healthcare needs for the residents of Nassau County and its surrounding areas since 1913\\.
Job Details:

Requirements include:* NYS RN License
* BLS required
* Ability to work in a fast\\-paced environment and exercise good critical thinking skills; Previous experience in a rehab setting a plus!
* Certifications/BSN preferred


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-a5180d89170b1ac4","indeed","https://www.indeed.com/viewjob?jk=a5180d89170b1ac4","https://jobs.chsli.org/jobs/67215/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:
**Registered Nurse (RN) – Inpatient Psych**
Are you a determined Registered Nurse consistently providing outstanding, compassionate patient care? Do you build a relationship of trust and advocacy with your patients and their loved ones? Do you thrive in a progressive, team\\-oriented environment?
Then *you* have what it takes to be a Mercy Hospital Nurse. *You* are at the heart of health.
Job Details:

Our Psychiatric Nurses:* Assess, monitor, administer medication, document progress, and manage overall care for patients
* Partner with an interdisciplinary team including, but not limited to, attending physicians, registered nurses (RN), and ancillary staff to optimize patient outcomes and satisfaction.
* Advocate for and build meaningful relationships with patients and their loved ones through safety intervention, emotional support and education.


What you'll bring:* Passion for Psychiatry
* 1\\+ years of Psychiatric experience, preferably in an adult setting, required.
* Education: Bachelors of Science in Nursing (BSN) degree preferred
* Licensure: New York Registered Nurse (RN) License \\& Registration
* Certification: Basic Life Support (BLS), CPI


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-db0f2dc60d828454","indeed","https://www.indeed.com/viewjob?jk=db0f2dc60d828454","https://jobs.chsli.org/jobs/67175/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:
**Registered Nurse (RN) – Delivery Room**
Are you a determined Registered Nurse consistently providing outstanding, compassionate patient care? Do you build relationship of trust and advocacy with your patients and their loved ones? Do you thrive in a progressive, team\\-oriented environment?
Then you have what it takes to be a Mercy Medical Center Nurse. You are at the heart of health
Job Details:

Our Delivery Room RN's:* Assess and evaluate patient needs for, and responses to, care rendered and applies sound nursing judgment in patient care management decisions.
* Coordinate patient care activities, based on established priorities, including teaching, rounding, counseling, and discharge planning, and directs/delegates appropriately to members of the health care team.
* Communicate effectively and professionally with patients, significant others, and members of the health care team about the patient's plan of care.
* **This position does require on call** but you are not required to work the 4th shift per month


What you'll bring:* Passion for the Labor and Delivery Unit
* 1\\+ years of Registered Nurse (RN) experience in Med Surg, Labor and Delivery including circulating RN experience preferred
* Education: Bachelors of Science in Nursing (BSN) degree
* Will consider Associates Degree if enrolled in an accredited BSN program
* Licensure: NYS Registered Nurse License
* Certification: Basic Life Support (BLS), Advanced Cardiac Life Support (ACLS) required


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-72f1e63b9fa1c978","indeed","https://www.indeed.com/viewjob?jk=72f1e63b9fa1c978","https://jobs.chsli.org/jobs/66899/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse","Catholic Health","Rockville Centre, NY, US","2026-03-12","","direct_data","hourly",54.0,74.0,"USD",False,"","","","","Overview:
**Registered Nurse (RN) – Pain Management**


Are you a determined Registered Nurse consistently providing outstanding, compassionate patient care? Do you build a relationship of trust and advocacy with your patients and their loved ones? Do you thrive in a progressive, team\\-oriented environment?


Then *you* have what it takes to be a Mercy Medical Center Nurse. *You* are at the heart of health.


Job Details:

Our Pain Management Unit Nurses:

* Assess, monitor, administer medication, document progress, and manage overall care for pre and post procedural patients
* Partner with an interdisciplinary team including, but not limited to, attending physicians, registered nurses (RN), and ancillary staff to optimize patient outcomes and satisfaction.
* Advocate for and build meaningful relationships with patients and their loved ones through safety intervention, emotional support and education.

  

What you'll bring:

* Critical care experience preferred.
* Previous experience required in an inpatient and/or outpatient pain management setting required
* Strong IV skills are a MUST.
* Must be able to complete Pre\\-operative assessment, review charts, and cross\\-train to PST when necessary.
* Education: Bachelors of Science in Nursing (BSN) degree preferred
* Licensure: New York Registered Nurse (RN) License \\& Registration
* Certification: Basic Life Support (BLS), ACLS and PALS required

  


Posted Salary Range: USD $54\\.48 \\- USD $74\\.72 /Hr. :

This range serves as a good faith estimate and actual pay will encompass a number of factors, including a candidate’s qualifications, skills, competencies and experience. The salary range or rate listed does not include any bonuses/incentive, differential pay or other forms of compensation that may be applicable to this job and it does not include the value of benefits.  

At Catholic Health, we believe in a people\\-first approach. In addition to the estimated base pay provided, Catholic Health offers generous benefits packages, generous tuition assistance, a defined benefit pension plan, and a culture that supports professional and educational growth.","Health Care","https://www.indeed.com/cmp/Catholic-Health-4","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b5e260d6ccf0c6fac24a2bcb08fda83","https://jobs.chsli.org/","992 N Village Ave, Rockville Centre, NY 11570","10,000+","$1B to $5B (USD)","As a member of the CH team, you will enjoy a career that is rewarding and challenging and allows you to make a real difference in others’ lives as you advance your own career.","","","","","","",""
"in-f762aaaaf9064f41","indeed","https://www.indeed.com/viewjob?jk=f762aaaaf9064f41","https://jobs.ucla.edu/jobs/10032/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","LVN SUPV 1","","Los Angeles, CA, US","2026-03-12","fulltime","direct_data","hourly",37.0,78.0,"USD",False,"","","","","Department Summary: The mission of The Arthur Ashe Student Health and Wellness Center (The Ashe Center) is to support UCLA students in the successful attainment of their educational goals through the personalized delivery of accessible, high\\-quality health and wellness services, rendered with kindness and competence, by diligent, dedicated professionals.Our comprehensive services include Primary Care, Gynecology Services, Immunizations, Travel Medicine, Physical Therapy, Specialty Clinics, Radiology \\& Laboratory, and Acupuncture – all under one roof! We are also pleased to offer additional services in the Ackerman Student Union: a full\\-service optometry center, U See LA Optometry, and the Bruin Health Pharmacy.UCLA's student health center and its suite of services consistently rank as best in the nation. Most recently, the wellness fintech brand Ness awarded UCLA and The Ashe Center as the healthiest college in the state of California. Position Summary:

The mission of The Arthur Ashe Student Health and Wellness Center (The Ashe Center) is to support UCLA students in the successful attainment of their educational goals through the personalized delivery of accessible, high\\-quality health and wellness services, rendered with kindness and competence, by diligent, dedicated professionals. UCLA's student health center and its suite of services consistently rank as best in the nation. Most recently, the wellness fintech brand Ness awarded UCLA and The Ashe Center as the healthiest college in the state of California. Under the supervision of the Practice Manager, the LVN Supervisor is responsible for overseeing clinic support services and supervising medical assistants, licensed vocational nurses, and floor leads at the Arthur Ashe Student Health \\& Wellness Center. Incumbent coordinates and assigns tasks and duties of all clinic support staff based on established protocols, policies, and procedures. Administrative responsibilities include, but are not limited to, proving supervision of the clinical support staff, ensuring that all applicable policies and standards are always maintained, planning for, and adjusting staffing daily to maintain efficient and adequate operations, conducting the performance evaluation process, providing all necessary training for new and existing staff and the maintenance and upkeep of the practice to ensure patient safety. The LVN Supervisor will also work on special projects throughout the Ashe Center as needed. The LVN Supervisor will work independently and prioritize tasks by using protocols, policies and procedures established by the Ashe Center and the University but will be under the general supervision of the Practice Manager. This position may supervise MAs, LVNs, and Orthopedic Technicians.
Salary \\& Compensation: \\*UCLA provides a full pay range. Actual salary offers consider factors, including budget, prior experience, skills, knowledge, abilities, education, licensure and certifications, and other business considerations. Salary offers at the top of the range are not common. Visit UC Benefit package to discover benefits that start on day one, and UC Total Compensation Estimator to calculate the total compensation value with benefits. Qualifications:
* 1 year Experience as supervisor or clinical lead in a clinical setting or relevant role. (Required)
* Ability to work independently, set priorities, follow through on assignments, and respond to changing priorities and deadlines. (Required)
* Proficiency in blood withdrawal, IV skills, and basic nursing procedures using aseptic technique. (Required)
* Knowledge of patient rights, confidentiality regulations, and proper medical record handling. (Required)
* Strong written communication skills for conveying information accurately and professionally. (Required)
* Competence in using PC software, including Microsoft Word, Excel, PowerPoint, Outlook, and ability to learn and master new electronic medical record software. (Required)
* Demonstrated problem\\-solving abilities and analytical skills. (Required)
* Leadership capability to supervise clinic support professionals and establish cooperative relationships. (Required)
* Capacity to maintain composure in challenging situations and accept direction promptly. (Required)
* Skill in handling confidential and sensitive information appropriately. (Required)
* Ability to perform functions requiring analysis and problem\\-solving. (Required)
* Ability to establish and maintain cooperative working relationships with patients, peers, clinicians, and administrators. (Required)
* Working knowledge of UC, UCLA, and Ashe Center protocols, policies, and procedures. (Preferred)


Education, Licenses, Certifications, \\& Professional Affiliations:
* High School Diploma or equivalent (Required)
* Possession of the legal requirements to practice as a Licensed Vocation Nurse, as determined by the California Board of Licensed Vocation Nursing. Upon Hire (Required) And
* Possession of a current BLS certification. Upon Hire (Required) And
* Venipuncture, Phlebotomy Certification, or Intravenous Therapy and Blood Withdrawal Certified. Upon Hire (Required)

Special Conditions of Employment:
* Background Check: Continued employment is contingent upon the completion of a satisfactory background investigation.
* Live Scan Background Check: A Live Scan background check must be completed prior to the start of employment.
* Age Requirement: Candidate(s) must be 18 years or older to be eligible to be hired.
* Pre\\-Placement Physical: Employment is contingent upon the completion of a satisfactory physical examination.
* TB Test: Continued employment is contingent upon the completion of a satisfactory TB test.
* CANRA: The position is designated as a mandatory reporter under CANRA. The employee must sign the ""Statement Acknowledging Requirement to Report Child Abuse"".


Complete Position Description: https://universityofcalifornia.marketpayjobs.com/ShowJob.aspx?EntityID\\=38\\&JDName\\=Licensed%20Vocational%20Nurse%20Supervisor%201%20(PASIREQ\\_22\\)","","","","","","","","","","","","","","",""
"in-403d0fefc7e68491","indeed","https://www.indeed.com/viewjob?jk=403d0fefc7e68491","https://careers-suncrestcare.icims.com/jobs/13791/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Clinical Liaison (Licensed Vocational Nurse)","Suncrest Hospice","Dublin, CA, US","2026-03-12","fulltime","direct_data","yearly",85000.0,95000.0,"USD",False,"","","","","Why Suncrest:

At Brighton/Suncrest Hospice our goal is to change the expectation of hospice care in your area by providing exceptional care and service to our patients. This is achieved by allocating the resources to increase our staff to patient ratios, thereby increasing clinical visits while lowering clinician caseloads. We are proud to be a Community Health Accreditation Partner (CHAP) certified hospice. If you have a commitment to providing the highest quality of care to patients and their families, we would like to hear from you!
Benefits:
* Actual Work/Life Balance
* $85,000\\-95,000
* Benefits Package including Medical, Dental, and Vision insurance
* Paid Time Off
* 401k plan with employer match and 100% vesting after 90 days of employment
* A culture with an emphasis on appreciating and valuing the team member
* The opportunity to be part of a rapidly growing national company, with possible position upgrades


Details:

We are interested in candidates who possess a unique creativity to work within the current climate of healthcare and marketing. This position will require interactions with physicians, hospitals, and community partners as we seek to provide continued delivery of care throughout the service area. Candidates will need to feel confident in their ability to be a self\\-starter, as well as work with an interdisciplinary team of highly skilled hospice members. We are anxious to add quality, talented people to our team that complement our mission and culture. Essential job functions \\& responsibilities:

* Establish and maintain positive working relationships with current and potential referral and payer sources
* Build and monitor community, customer, payer, and patient perceptions of the organization
* Assist in strategic planning to identify opportunities for additional or improved services to address customer needs
* Maintain comprehensive working knowledge in the field of marketing
* Maintain comprehensive working knowledge of Suncrest Hospice markets


Qualifications:
* Active LVN license and in good standing in state of practice
* Proficient knowledge of Stark laws
* Knowledge of Health Insurance Portability and Accountability Act
* Proficient computer skills
* Must be willing to drive with reliable transportation, valid driver’s license, and auto insurance
* Excellent communication skills, using diplomacy and discretion
* Professional demeanor
* Excellent organizational skills","Health Care","https://www.indeed.com/cmp/Suncrest-Hospice-8af51e81","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bdd3f6989b05ea398b7701b3dbc928ac","http://suncrestcare.com","San Jose, CA
Sacramento, CA
Salt Lake City, UT
Phoenix, AZ
Oklahoma City, OK
Chicago, IL
West Des Moines, IA
Ames, IA
Pittsburgh, PA
San Antonio, TX","501 to 1,000","$1M to $5M (USD)","","","","","","","",""
"in-765969c6ba7b495f","indeed","https://www.indeed.com/viewjob?jk=765969c6ba7b495f","https://www.careersatmainehealth.org/jobs/17131056-registered-nurse-rn-intensive-care-unit?tm_job=10-INFOR-59210&tm_event=view&tm_company=89083","Registered Nurse (RN)- Intensive Care Unit","MaineHealth","Rockport, ME, US","2026-03-12","parttime, fulltime","","","","","",False,"","","","lisa.bickford@mainehealth.org","**Description**


Pen Bay Hospital
Nursing  

Req \\#: 59210

**This is a Registered Nurse 2 vacancy open to candidates with greater than 1 year of RN work experience**

**For a limited time MaineHealth is offering a $10,000 Sign on bonus for all eligible Registered Nurses with 0\\-2 years of RN experience and $20,000 for Registered Nurses with greater than 2 years of RN work experience!**


* Eligible candidates are hired (offer accepted) into a Full or Part time RN position. Bonus amount prorated for Part time hires, per diem hires are ineligible.

* Current MaineHealth member employees are ineligible; former MaineHealth Members are ineligible until greater than 6 months separation from employment.

Summary:


The Intensive Care Unit is an 8\\-bed ICU/Step\\-Down Unit, where nurses are responsible for conducting complex assessments and providing intensive therapies and interventions to a variety of patients. Nurses have the opportunity to care for patients with acute and chronic respiratory failure, cardiac events, sepsis, metabolic disorders, complex surgical recoveries, and more.


The Registered Nurse \\- Acute Care role provides high quality patient care through assessment, planning, implementation, and evaluation of patient outcomes. Collaborates, delegates, and communicates with members of the healthcare team to ensure optimal care.


Required Minimum Knowledge, Skills, and Abilities (KSAs)

  

* Education: Graduate of an accredited School of Nursing required; BSN preferred.
* Licensure/Certification: Current applicable state(s) license as a Registered Professional Nurse required. Current BLS certification required or must obtain within 30 days of start date. ICU, SCU, ED and PACU RN’s require ACLS and PALS Certifications within one year of start date or in accordance with Department guidelines. OB, NICU RN’s require NRP Certification within one year of start date or in accordance with Department guidelines.
* Experience: One year of recent RN experience preferred.
* Additional Skills/Requirements Required: Annual Electronic Fetal Monitoring competency for any RN assisting Laboring Women required.
* Additional Skills/Requirements Preferred: N/A

  


Additional Information  

  

With a career at any of the MaineHealth locations across Maine and New Hampshire, you’ll be working with health care professionals that truly value the people around them – both within the walls of the organization and the communities that surround it.  

  

We offer benefits that support an individual's needs for today and flexibility to plan for tomorrow – programs such as paid parental leave, a flexible work policy, student loan assistance, training and education, along with well\\-being resources for you and your family.  

  

MaineHealth remains focused on investing in our care team and developing an inclusive environment where you can thrive and feel supported to realize your full potential. If you’re looking to build a career in a place where people help one another deliver best\\-in\\-class care, apply today.  

If you have questions about this role, please contact lisa.bickford@mainehealth.org","Health Care","https://www.indeed.com/cmp/Mainehealth","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4e0fdd6a4c8d67de00116af370947529","http://careersatmainehealth.org","110 Free Street
Portland, ME 04102","10,000+","$25M to $100M (USD)","The MaineHealth system offers outstanding opportunities to work and live in one of the most spectacular areas of our nation.","","","","","","",""
"in-d692e13f47691e3a","indeed","https://www.indeed.com/viewjob?jk=d692e13f47691e3a","https://www.careersatmainehealth.org/jobs/17131048-registered-nurse-rn-intensive-care-unit?tm_job=10-INFOR-59211&tm_event=view&tm_company=89083","Registered Nurse (RN)- Intensive Care Unit","MaineHealth","Rockport, ME, US","2026-03-12","parttime, fulltime","","","","","",False,"","","","lisa.bickford@mainehealth.org","**Description**


Pen Bay Hospital
Nursing  

Req \\#: 59211

**This is a Registered Nurse 2 vacancy open to candidates with greater than 1 year of RN work experience**

**For a limited time MaineHealth is offering a $10,000 Sign on bonus for all eligible Registered Nurses with 0\\-2 years of RN experience and $20,000 for Registered Nurses with greater than 2 years of RN work experience!**


* Eligible candidates are hired (offer accepted) into a Full or Part time RN position. Bonus amount prorated for Part time hires, per diem hires are ineligible.

* Current MaineHealth member employees are ineligible; former MaineHealth Members are ineligible until greater than 6 months separation from employment.

Summary:


The Intensive Care Unit is an 8\\-bed ICU/Step\\-Down Unit, where nurses are responsible for conducting complex assessments and providing intensive therapies and interventions to a variety of patients. Nurses have the opportunity to care for patients with acute and chronic respiratory failure, cardiac events, sepsis, metabolic disorders, complex surgical recoveries, and more.


The Registered Nurse \\- Acute Care role provides high quality patient care through assessment, planning, implementation, and evaluation of patient outcomes. Collaborates, delegates, and communicates with members of the healthcare team to ensure optimal care.


Required Minimum Knowledge, Skills, and Abilities (KSAs)

  

* Education: Graduate of an accredited School of Nursing required; BSN preferred.
* Licensure/Certification: Current applicable state(s) license as a Registered Professional Nurse required. Current BLS certification required or must obtain within 30 days of start date. ICU, SCU, ED and PACU RN’s require ACLS and PALS Certifications within one year of start date or in accordance with Department guidelines. OB, NICU RN’s require NRP Certification within one year of start date or in accordance with Department guidelines.
* Experience: One year of recent RN experience preferred.
* Additional Skills/Requirements Required: Annual Electronic Fetal Monitoring competency for any RN assisting Laboring Women required.
* Additional Skills/Requirements Preferred: N/A

  


Additional Information  

  

With a career at any of the MaineHealth locations across Maine and New Hampshire, you’ll be working with health care professionals that truly value the people around them – both within the walls of the organization and the communities that surround it.  

  

We offer benefits that support an individual's needs for today and flexibility to plan for tomorrow – programs such as paid parental leave, a flexible work policy, student loan assistance, training and education, along with well\\-being resources for you and your family.  

  

MaineHealth remains focused on investing in our care team and developing an inclusive environment where you can thrive and feel supported to realize your full potential. If you’re looking to build a career in a place where people help one another deliver best\\-in\\-class care, apply today.  

If you have questions about this role, please contact lisa.bickford@mainehealth.org","Health Care","https://www.indeed.com/cmp/Mainehealth","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4e0fdd6a4c8d67de00116af370947529","http://careersatmainehealth.org","110 Free Street
Portland, ME 04102","10,000+","$25M to $100M (USD)","The MaineHealth system offers outstanding opportunities to work and live in one of the most spectacular areas of our nation.","","","","","","",""
