"id","site","job_board_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","job_url"
"in-1a403920990bbd18","indeed","https://www.indeed.com/viewjob?jk=1a403920990bbd18","https://careers-conciergenursing.icims.com/jobs/12735/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","RN Private Duty In Home Care - Flexible Schedule - 1099 - Austin","TheKey Concierge Nursing","Austin, TX, US","2025-12-09","contract","","hourly","","","USD",False,"","","","","Overview:
**Are you seeking Private Duty Work?**

**Pay rates starting at $50/hr** ***(varies on case by case basis, negotiated prior to starting case*****)**

**Who We Are:**
Concierge Nursing Referral Services, a branch of TheKey, is a top\\-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in\\-home care.


We collaborate with experienced and compassionate clinicians to deliver personalized one\\-on\\-one care to clients in their homes. This care can range from hourly shifts (8 \\-12 hours) to short visits (up to 2 hours) and can be arranged on a per\\-diem or long\\-term basis. As a private pay service, we do not accept insurance. Our clients pay privately and expect the highest quality care from our clinicians.

**What We Offer:**

* **Competitive pay rates for RNs** (varies by client, negotiated before starting), paid weekly.
* **Flexibility:** As a 1099 independent contractor, you control your schedule and choose which clients/cases you accept.
* **1:1 In\\-Home Patient Care:** Enjoy a change of pace from busy clinical settings by providing care in the comfort of patients' homes.


Responsibilities:
**Essential Functions:*** Provide exceptional care to assigned clients, including ADLs, vital monitoring, wound care, and transportation to appointments.
* Deliver skilled nursing services as prescribed by the client's doctor, within your scope of practice.
* Complete all documentation according to agency policy and procedure.
* Communicate promptly and effectively with relevant parties (doctor, family, office) as needed.
* Coordinate and acquire necessary client supplies, such as DME, wound care supplies, and medications.
* Assist clients and/or families with training as required.


Qualifications:
**Required Skills, Education and Certifications:**

* Licensed Registered Nurse (RN) in the state of Texas required
* 2 years of nursing experience strongly preferred
* CPR/BLS Certification
* Must be able to work independently with little to no supervision or training
* Must be reliable, dependable, and on time
* Basic computer skills as well as overall technical savviness
* Proof of eligibility to work in the U.S.

***If this sounds like you…***Join our team to achieve our mission of delivering the highest quality in\\-home clinical care!

  

Job Types: Contract, PRN","","https://www.indeed.com/cmp/Thekey-Concierge-Nursing","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/897de324bcb1009f80923ef15fe58d2c","https://thekey.com/california/skilled-nursing","","","","Concierge Nursing, part of TheKey, provides exceptional in-home skilled care for clientele throughout California.","","","","","","",""
"in-4f14ecc4d51ed8fe","indeed","https://www.indeed.com/viewjob?jk=4f14ecc4d51ed8fe","https://careers-homecareassistance.icims.com/jobs/12735/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","RN Private Duty In Home Care - Flexible Schedule - 1099 - Austin","TheKey","Austin, TX, US","2025-12-09","contract","","hourly","","","USD",False,"","","","","Overview:
**Are you seeking Private Duty Work?**

**Pay rates starting at $50/hr** ***(varies on case by case basis, negotiated prior to starting case*****)**

**Who We Are:**
Concierge Nursing Referral Services, a branch of TheKey, is a top\\-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in\\-home care.


We collaborate with experienced and compassionate clinicians to deliver personalized one\\-on\\-one care to clients in their homes. This care can range from hourly shifts (8 \\-12 hours) to short visits (up to 2 hours) and can be arranged on a per\\-diem or long\\-term basis. As a private pay service, we do not accept insurance. Our clients pay privately and expect the highest quality care from our clinicians.

**What We Offer:**

* **Competitive pay rates for RNs** (varies by client, negotiated before starting), paid weekly.
* **Flexibility:** As a 1099 independent contractor, you control your schedule and choose which clients/cases you accept.
* **1:1 In\\-Home Patient Care:** Enjoy a change of pace from busy clinical settings by providing care in the comfort of patients' homes.


Responsibilities:
**Essential Functions:*** Provide exceptional care to assigned clients, including ADLs, vital monitoring, wound care, and transportation to appointments.
* Deliver skilled nursing services as prescribed by the client's doctor, within your scope of practice.
* Complete all documentation according to agency policy and procedure.
* Communicate promptly and effectively with relevant parties (doctor, family, office) as needed.
* Coordinate and acquire necessary client supplies, such as DME, wound care supplies, and medications.
* Assist clients and/or families with training as required.


Qualifications:
**Required Skills, Education and Certifications:**

* Licensed Registered Nurse (RN) in the state of Texas required
* 2 years of nursing experience strongly preferred
* CPR/BLS Certification
* Must be able to work independently with little to no supervision or training
* Must be reliable, dependable, and on time
* Basic computer skills as well as overall technical savviness
* Proof of eligibility to work in the U.S.

***If this sounds like you…***Join our team to achieve our mission of delivering the highest quality in\\-home clinical care!

  

Job Types: Contract, PRN","","https://www.indeed.com/cmp/Thekey-2","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f3a2b8f713b3c5857ad62a1aa8bc644f","","","Decline to state","Decline to state","For over 20 years, TheKey has delivered quality in-home care, supporting older adults with a wide range of needs and age-related conditions.","","","","","","",""
"in-4972608403b8836d","indeed","https://www.indeed.com/viewjob?jk=4972608403b8836d","https://careers-conciergenursing.icims.com/jobs/12734/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse (RN) Private Duty - Flexible Schedule - 1099 - WA","TheKey Concierge Nursing","Seattle, WA, US","2025-12-09","contract","","hourly","","","USD",False,"","","","","Overview:
**Are you seeking Private Duty Work?**

**Pay rates starting at $60/hr** ***(varies on case by case basis, negotiated prior to starting case*****)**

**Who We Are:**
Concierge Nursing Referral Services, a branch of TheKey, is a top\\-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in\\-home care.


We collaborate with experienced and compassionate clinicians to deliver personalized one\\-on\\-one care to clients in their homes. This care can range from hourly shifts (8 \\-12 hours) to short visits (up to 2 hours) and can be arranged on a per\\-diem or long\\-term basis. As a private pay service, we do not accept insurance. Our clients pay privately and expect the highest quality care from our clinicians.

**What We Offer:**

* **Competitive pay rates for RNs** (varies by client, negotiated before starting), paid weekly.
* **Flexibility:** As a 1099 independent contractor, you control your schedule and choose which clients/cases you accept.
* **1:1 In\\-Home Patient Care:** Enjoy a change of pace from busy clinical settings by providing care in the comfort of patients' homes.


Responsibilities:
**Essential Functions:*** Provide exceptional care to assigned clients, including ADLs, vital monitoring, wound care, and transportation to appointments.
* Deliver skilled nursing services as prescribed by the client's doctor, within your scope of practice.
* Complete all documentation according to agency policy and procedure.
* Communicate promptly and effectively with relevant parties (doctor, family, office) as needed.
* Coordinate and acquire necessary client supplies, such as DME, wound care supplies, and medications.
* Assist clients and/or families with training as required.


Qualifications:
**Required Skills, Education and Certifications:**

* Licensed Registered Nurse (RN) in the state of Washington required
* 2 years of nursing experience strongly preferred
* CPR/BLS Certification
* Must be able to work independently with little to no supervision or training
* Must be reliable, dependable, and on time
* Basic computer skills as well as overall technical savviness
* Proof of eligibility to work in the U.S.

***If this sounds like you…***Join our team to achieve our mission of delivering the highest quality in\\-home clinical care!

  

Job Types: Contract, PRN","","https://www.indeed.com/cmp/Thekey-Concierge-Nursing","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/897de324bcb1009f80923ef15fe58d2c","https://thekey.com/california/skilled-nursing","","","","Concierge Nursing, part of TheKey, provides exceptional in-home skilled care for clientele throughout California.","","","","","","",""
"in-67198b477c4f3b6f","indeed","https://www.indeed.com/viewjob?jk=67198b477c4f3b6f","https://careers-homecareassistance.icims.com/jobs/12734/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Registered Nurse (RN) Private Duty - Flexible Schedule - 1099 - WA","TheKey","Seattle, WA, US","2025-12-09","contract","","hourly","","","USD",False,"","","","","Overview:
**Are you seeking Private Duty Work?**

**Pay rates starting at $60/hr** ***(varies on case by case basis, negotiated prior to starting case*****)**

**Who We Are:**
Concierge Nursing Referral Services, a branch of TheKey, is a top\\-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in\\-home care.


We collaborate with experienced and compassionate clinicians to deliver personalized one\\-on\\-one care to clients in their homes. This care can range from hourly shifts (8 \\-12 hours) to short visits (up to 2 hours) and can be arranged on a per\\-diem or long\\-term basis. As a private pay service, we do not accept insurance. Our clients pay privately and expect the highest quality care from our clinicians.

**What We Offer:**

* **Competitive pay rates for RNs** (varies by client, negotiated before starting), paid weekly.
* **Flexibility:** As a 1099 independent contractor, you control your schedule and choose which clients/cases you accept.
* **1:1 In\\-Home Patient Care:** Enjoy a change of pace from busy clinical settings by providing care in the comfort of patients' homes.


Responsibilities:
**Essential Functions:*** Provide exceptional care to assigned clients, including ADLs, vital monitoring, wound care, and transportation to appointments.
* Deliver skilled nursing services as prescribed by the client's doctor, within your scope of practice.
* Complete all documentation according to agency policy and procedure.
* Communicate promptly and effectively with relevant parties (doctor, family, office) as needed.
* Coordinate and acquire necessary client supplies, such as DME, wound care supplies, and medications.
* Assist clients and/or families with training as required.


Qualifications:
**Required Skills, Education and Certifications:**

* Licensed Registered Nurse (RN) in the state of Washington required
* 2 years of nursing experience strongly preferred
* CPR/BLS Certification
* Must be able to work independently with little to no supervision or training
* Must be reliable, dependable, and on time
* Basic computer skills as well as overall technical savviness
* Proof of eligibility to work in the U.S.

***If this sounds like you…***Join our team to achieve our mission of delivering the highest quality in\\-home clinical care!

  

Job Types: Contract, PRN","","https://www.indeed.com/cmp/Thekey-2","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f3a2b8f713b3c5857ad62a1aa8bc644f","","","Decline to state","Decline to state","For over 20 years, TheKey has delivered quality in-home care, supporting older adults with a wide range of needs and age-related conditions.","","","","","","",""
"in-d27a02b86c27d63e","indeed","https://www.indeed.com/viewjob?jk=d27a02b86c27d63e","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43865","Inpatient RN, Observation Unit","UW Health","Rockford, IL, US","2025-12-09","fulltime","direct_data","hourly",36.0,59.0,"USD",False,"","","","","**Work Schedule:**

90% FTE, full\\-time. Day shift hours, 3 12\\-hour shifts (0700\\-1930\\) per week, weekend/holiday rotation. You will work at the UW Health Swedish American Hospital.  



**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required  
* 
**Work Experience*** 911 Call Center Triage Only \\- 2 years experience in an Emergency Room setting or Psychiatric Nursing setting. Required
911 Call Center Triage Only \\- Community nursing experience. Preferred  
* 
**Licenses \\& Certifications*** Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
Specialty certification in area of concentration. Preferred  
* 
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
"in-a8c952e29899a58e","indeed","https://www.indeed.com/viewjob?jk=a8c952e29899a58e","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43796","Inpatient RN, Center for Mental Health","UW Health","Rockford, IL, US","2025-12-09","parttime, fulltime","direct_data","hourly",36.0,59.0,"USD",False,"","","","","**Work Schedule:**

50% FTE, part\\-time. Evening/night shift, 20 hours a week (1900\\-0730 \\& 2300\\-0730\\) with rotating weekends and holidays. You will work at the UW Health Swedish American Hospital.


**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
* Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required
**Licenses \\& Certifications*** Specialty certification in area of concentration. Preferred
* Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
CPI within 6 months of hire. Required  
* 
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
"in-968c7e5db0f6a59d","indeed","https://www.indeed.com/viewjob?jk=968c7e5db0f6a59d","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43904","Inpatient RN, Labor & Delivery","UW Health","Rockford, IL, US","2025-12-09","parttime, fulltime","direct_data","hourly",37.0,62.0,"USD",False,"","","","","**Work Schedule:**

60% FTE, part\\-time. Day/Evening shift, 7:00 am – 7:30 pm, rotating weekends and holidays. You will work at the UW Health Swedish American hospital.


**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
* Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required
**Licenses \\& Certifications*** Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
* NRP by end of orientation. Required
* STABLE certification within 1 year of hire. Required
RNC certification within 3 years of hire. Required  
* 
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.  






RN (MSN) Job Description","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
"in-605d3e8533703d37","indeed","https://www.indeed.com/viewjob?jk=605d3e8533703d37","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43740","Inpatient RN, Neuro Med/Surg","UW Health","Rockford, IL, US","2025-12-09","fulltime","direct_data","hourly",36.0,59.0,"USD",False,"","","","","**Work Schedule:**

90% FTE, Full\\-time. Night shift hours, 1900\\-0730 every other weekend. You will work at the UW Health Swedish American Hospital. Sign\\-on bonus eligible position up to $10,000\\.  



**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required  
* 
**Licenses \\& Certifications*** Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
Specialty certification in area of concentration. Preferred  
* 
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
"in-3b30773cd920b2df","indeed","https://www.indeed.com/viewjob?jk=3b30773cd920b2df","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43804","Inpatient RN, Med/Surg","UW Health","Rockford, IL, US","2025-12-09","fulltime","direct_data","hourly",36.0,59.0,"USD",False,"","","","","**Work Schedule:**

90% FTE, full\\-time. Night shift hours, 7pm\\-7:30am with weekend and holiday rotation. You will work at the UW Health Swedish American Hospital.


**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
* Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required
**Licenses \\& Certifications*** Specialty certification in area of concentration. Preferred
* Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
* UW Health Chemotherapy course completion within six months of hire. Required
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
"in-db4549461f81ad8a","indeed","https://www.indeed.com/viewjob?jk=db4549461f81ad8a","https://eimy.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/43718","Inpatient RN, Labor & Delivery","UW Health","Rockford, IL, US","2025-12-09","fulltime","direct_data","hourly",37.0,62.0,"USD",False,"","","","","**Work Schedule:**

90 % FTE, full\\-time. Night shift hours, 1900\\-0730am. 12\\-hours shifts. Rotating holiday and weekends. You will work at the UW Health Swedish American hospital.  



**Additional components of compensation may include:**

* Evening, night, and weekend shift differential
* Overtime
On\\-call pay  
* 

**At UW Health in northern Illinois, you will have:**

* Competitive pay and comprehensive benefits package including: PTO, Medical, Dental, Vision, retirement, short and long\\-term disability, paternity leave, adoption assistance, tuition assistance
* Annual wellness reimbursement
* Opportunity for on\\-site day care through UW Health Kids
Tuition reimbursement for career advancement* \\-ask about our fully funded programs!
* Abundant career growth opportunities to nurture professional development
* Strong shared governance structure
Commitment to employee voice  
* 

**Qualifications*** Graduate from an accredited school of nursing program. Required
* Must provide copy of HS diploma or equivalent, or highest level of completed degree obtained. Required
**Licenses \\& Certifications*** Specialty certification in area of concentration. Preferred
* Current RN licensure to practice in the State of Illinois. Required
* Bi\\-annual CPR certification. Required
* ACLS and NRP by end of orientation. Required
**Our Commitment to Social Impact and Belonging**UW Health is committed to fostering a workplace that creates belonging for everyone and is an Equal Employment Opportunity (EEO) employer. Our respect for people shines through patient care interactions and our daily work practices as we work to embrace the knowledge, unique perspectives and qualities each employee and faculty member brings to work each day. It is the policy of UW Health to provide equal opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.  




RN (MSN) Job Description","","https://www.indeed.com/cmp/Uw-Health","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/648d48bb31b09f88eb9afe8d05a333f2","http://www.uwhealth.org/careers","Madison, WI","10,000+","Decline to state","UW Health is an integrated academic health system that is home to the No. 1 hospital in Wisconsin (for the 14th year in a row) as ranked by U.S. News & World Report. ","","","","","","",""
